regime,probe_a,probe_b,mean_diff,ci_low,ci_high,p_value
cv_5fold,DCP_mlp@L20,SEPs_ridge@L27,0.04933490263854294,0.007483318063637879,0.09402119429797402,0.021
cv_5fold,DCP_mlp@L20,SEPs_logreg@L24,0.00712705210854256,-0.02585084066759304,0.0395483115450472,0.642
cv_5fold,DCP_mlp@L20,ARD_ridge@L24,0.02146506370223443,-0.014603868252484895,0.05908678603071103,0.262
cv_5fold,DCP_mlp@L20,ARD_mlp@L20,0.006800476995429563,-0.020391895942705372,0.03459566643457928,0.632
cross_seed,DCP_mlp@L20,SEPs_ridge@L27,0.15585107297465634,0.11849812297838017,0.1935217079186009,0.0
cross_seed,DCP_mlp@L20,SEPs_logreg@L20,-0.003861667173708908,-0.009626878114442277,0.0014705680059501724,0.159
cross_seed,DCP_mlp@L20,ARD_ridge@L20,0.03371316584442878,0.016310549834797246,0.05230289272405151,0.0
cross_seed,DCP_mlp@L20,ARD_mlp@L24,0.03568218098389848,0.018258421975430577,0.055321872715792066,0.0
