probe,llama3b | hotpotqa,llama3b | id,llama3b | nq,qwen72b | hotpotqa,qwen72b | id,qwen72b | nq,qwen7b | hotpotqa,qwen7b | id,qwen7b | nq
DCP_mlp,0.6570788807777029,0.8008540815163407,0.6126595676438513,0.7714666666666666,0.8392388985686603,0.6537661423244947,0.7302487562189055,0.7959648922831415,0.6672927555168409
SEPs_logreg,0.6766670914419908,0.8088290371431828,0.6039835781640901,0.7909979797979798,0.834394489586556,0.7009329343425453,0.7243600180913614,0.7893129895295632,0.6614220383275261
SEPs_ridge,0.6644335621051864,0.7494585660549413,0.5378953107960741,0.5892363636363637,0.77902167364153,0.5970139700116817,0.6837991858887382,0.7470241487681359,0.618956881533101
ARD_mlp,,0.8000195404732051,,,0.8423735161453159,,,0.7897689339043494,
ARD_ridge,,0.8034146976925958,,,0.8350702642849,,,0.7742098321147678,
