probe,llama3b | hotpotqa,llama3b | id,llama3b | nq,qwen72b | hotpotqa,qwen72b | id,qwen72b | nq,qwen7b | hotpotqa,qwen7b | id,qwen7b | nq
DCP_mlp,0.5714285714285714,1.0,0.8571428571428571,0.8,0.8,0.8,0.5714285714285714,0.7142857142857143,0.7142857142857143
SEPs_logreg,0.5714285714285714,0.9642857142857143,0.42857142857142855,0.7,0.8,0.7,0.5714285714285714,0.8571428571428571,0.7142857142857143
SEPs_ridge,0.5714285714285714,0.9642857142857143,0.42857142857142855,0.7,0.9,0.6,0.5714285714285714,0.9642857142857143,0.5714285714285714
ARD_mlp,,1.0,,,0.7,,,0.7142857142857143,
ARD_ridge,,0.9642857142857143,,,0.9,,,0.8571428571428571,
