strategy,probe,threshold,cost,accuracy,frac_escalated,target_escalation_rate
random_cascade,,0.025,17.962213244320434,0.46864000000000006,0.975,
random_cascade,,0.05,17.537583619047094,0.46484000000000003,0.95,
random_cascade,,0.07500000000000001,17.09346279785957,0.4615599999999999,0.925,
random_cascade,,0.1,16.634723579736402,0.458,0.9,
random_cascade,,0.125,16.211486182742647,0.45452000000000004,0.875,
random_cascade,,0.15000000000000002,15.797298269566197,0.45112,0.85,
random_cascade,,0.17500000000000002,15.381718128110153,0.44724,0.825,
random_cascade,,0.2,14.945254562460347,0.44356,0.8,
random_cascade,,0.225,14.558911214875586,0.4402799999999999,0.775,
random_cascade,,0.25,14.133585475462455,0.43652,0.75,
random_cascade,,0.275,13.719397562285998,0.43344,0.725,
random_cascade,,0.30000000000000004,13.297552393571829,0.42951999999999996,0.7,
random_cascade,,0.325,12.870834425879115,0.42624,0.675,
random_cascade,,0.35000000000000003,12.443420344046604,0.42292,0.6499999999999999,
random_cascade,,0.375,11.993034495600945,0.41892,0.625,
random_cascade,,0.4,11.544736989574664,0.41531999999999997,0.6,
random_cascade,,0.42500000000000004,11.087389999731087,0.4116,0.575,
random_cascade,,0.45,10.629346895747714,0.40824000000000005,0.55,
random_cascade,,0.47500000000000003,10.152508709989949,0.40324,0.5249999999999999,
random_cascade,,0.5,9.714652916060553,0.39992000000000005,0.5,
random_cascade,,0.525,9.287934948367838,0.39616,0.475,
random_cascade,,0.55,8.848686926158857,0.3927999999999999,0.44999999999999996,
random_cascade,,0.5750000000000001,8.408046675670295,0.38900000000000007,0.42499999999999993,
random_cascade,,0.6000000000000001,7.97297533830007,0.38483999999999996,0.3999999999999999,
random_cascade,,0.625,7.544169028187976,0.38111999999999996,0.375,
random_cascade,,0.65,7.1285888867319365,0.37723999999999996,0.35,
random_cascade,,0.675,6.655927385812925,0.37348,0.32499999999999996,
random_cascade,,0.7000000000000001,6.219463820163115,0.36928000000000005,0.29999999999999993,
random_cascade,,0.7250000000000001,5.782304140373513,0.3654800000000001,0.2749999999999999,
random_cascade,,0.75,5.350713373702249,0.36219999999999997,0.25,
random_cascade,,0.775,4.902415867675971,0.35808,0.22499999999999998,
random_cascade,,0.8,4.47500178584346,0.35512,0.19999999999999996,
random_cascade,,0.8250000000000001,4.007909198042787,0.35100000000000003,0.17499999999999993,
random_cascade,,0.8500000000000001,3.5498660940594147,0.3475999999999999,0.1499999999999999,
random_cascade,,0.875,3.1085297294310585,0.3440399999999999,0.125,
random_cascade,,0.9,2.6957340445341886,0.34052000000000004,0.09999999999999998,
random_cascade,,0.925,2.260662707163964,0.33692,0.07499999999999996,
random_cascade,,0.9500000000000001,1.851347592966056,0.33403999999999995,0.04999999999999993,
random_cascade,,0.9750000000000001,1.4308946525314707,0.3312400000000001,0.02499999999999991,
random_cascade,,1.0,1.0,0.32800000000000007,0.0,
oracle_cascade,,,12.694717548511646,0.534,0.672,
