ood,probe_a,probe_b,mean_diff,ci_low,ci_high,p_value
nq,DCP_mlp@L20,SEPs_ridge@L16,0.0497880215753289,-0.006825238231229385,0.1039944477083289,0.081
nq,DCP_mlp@L20,SEPs_logreg@L20,0.006500350255127276,-0.027372446418737036,0.04338746401606019,0.72
