strategy,probe,threshold,cost,accuracy,frac_escalated,target_escalation_rate
probe_cascade,SEPs_logreg,0.01054816467847559,3.393641975308642,0.619,0.17,0.17
probe_cascade,SEPs_logreg,0.014850148564534737,3.5344444444444445,0.621,0.18,0.18
probe_cascade,SEPs_logreg,0.018357469463560254,3.675246913580247,0.62,0.19,0.19
probe_cascade,SEPs_logreg,0.02552604028406427,3.8160493827160495,0.628,0.2,0.2
probe_cascade,SEPs_logreg,0.029082209269865628,3.9568518518518516,0.629,0.21,0.21
probe_cascade,SEPs_logreg,0.038255022249963556,4.097654320987655,0.629,0.22,0.22
probe_cascade,SEPs_logreg,0.04387808404987647,4.238456790123457,0.633,0.23,0.23
probe_cascade,SEPs_logreg,0.04967938180627575,4.379259259259259,0.637,0.24,0.24
probe_cascade,SEPs_logreg,0.0592388544889702,4.520061728395062,0.643,0.25,0.25
probe_cascade,SEPs_logreg,0.07136873909796697,4.660864197530864,0.645,0.26,0.26
probe_cascade,SEPs_logreg,0.07690441546643699,4.801666666666667,0.651,0.27,0.27
probe_cascade,SEPs_logreg,0.09933501655235964,4.94246913580247,0.653,0.28,0.28
probe_cascade,SEPs_logreg,0.12647557885403712,5.083271604938273,0.657,0.29,0.29
probe_cascade,SEPs_logreg,0.13728049217641586,5.224074074074075,0.661,0.3,0.3
probe_cascade,SEPs_logreg,0.15336169733234783,5.364876543209877,0.666,0.31,0.31
probe_cascade,SEPs_logreg,0.18351219013305056,5.50567901234568,0.672,0.32,0.32
probe_cascade,SEPs_logreg,0.20780547914386635,5.646481481481482,0.677,0.33,0.33
probe_cascade,SEPs_logreg,0.2342341904547394,5.787283950617284,0.679,0.34,0.34
probe_cascade,SEPs_logreg,0.24844904479587546,5.928086419753086,0.683,0.35,0.35000000000000003
probe_cascade,SEPs_logreg,0.2720757845100849,6.06888888888889,0.685,0.36,0.36
probe_cascade,SEPs_logreg,0.30478552388077396,6.209691358024691,0.686,0.37,0.37
probe_cascade,SEPs_logreg,0.33477020536264845,6.350493827160494,0.693,0.38,0.38
probe_cascade,SEPs_logreg,0.3739777098337102,6.491296296296297,0.696,0.39,0.39
probe_cascade,SEPs_logreg,0.41991988695957666,6.632098765432099,0.7,0.4,0.4
probe_cascade,SEPs_logreg,0.4529764278634852,6.772901234567902,0.705,0.41,0.41000000000000003
probe_cascade,SEPs_logreg,0.4915568697425194,6.913703703703704,0.71,0.42,0.42
probe_cascade,SEPs_logreg,0.5221428313101014,7.054506172839507,0.713,0.43,0.43
probe_cascade,SEPs_logreg,0.5480763645974297,7.195308641975309,0.717,0.44,0.44
probe_cascade,SEPs_logreg,0.6044849483602348,7.336111111111111,0.717,0.45,0.45
probe_cascade,SEPs_logreg,0.6278705448015562,7.476913580246915,0.721,0.46,0.46
probe_cascade,SEPs_logreg,0.6556230412407087,7.617716049382717,0.724,0.47,0.47000000000000003
probe_cascade,SEPs_logreg,0.6750320670456063,7.75851851851852,0.726,0.48,0.48
probe_cascade,SEPs_logreg,0.7205833243114522,7.899320987654321,0.726,0.49,0.49
probe_cascade,SEPs_logreg,0.7383954771681003,8.040123456790125,0.731,0.5,0.5
probe_cascade,SEPs_logreg,0.750955174096774,8.180925925925926,0.733,0.51,0.51
probe_cascade,SEPs_logreg,0.7691905490901734,8.32172839506173,0.733,0.52,0.52
probe_cascade,SEPs_logreg,0.7943653485510624,8.462530864197532,0.736,0.53,0.53
probe_cascade,SEPs_logreg,0.822641618433598,8.603333333333335,0.742,0.54,0.54
probe_cascade,SEPs_logreg,0.8481510199211368,8.744135802469138,0.748,0.55,0.55
