auc_positive_high,cohen_d,comparison,feature,negative_count,negative_mean,positive_count,positive_mean
0.7894291885766895,1.3230494845064387,pure_correct_vs_pure_wrong,top2_weight_margin,804,0.2676992056719998,281,0.6978831850268438
0.18750110656681007,-1.2052640454300787,pure_correct_vs_pure_wrong,wf_entropy_max_mean,804,3.6914712932791307,281,1.8150979601859365
0.17666560436252898,-0.8739764130453676,pure_correct_vs_pure_wrong,wf_entropy_roughness,804,0.9225804652889242,281,0.2336267706781774
0.8216391352844319,1.3680250057702315,pure_correct_vs_pure_wrong,wf_prob_min_mean,804,0.1236990437290944,281,0.427338304047365
0.6916971916971917,0.5721899813950968,rescue_vs_damage,cluster_size,84,1.5833333333333333,39,2.6153846153846154
0.7580891330891331,0.6298165012474368,rescue_vs_damage,cluster_weight_mass,84,0.18663187652948549,39,0.3320859131093915
0.7612942612942613,0.9479889299666995,rescue_vs_damage,delta_cluster_weight_mass_vs_sample0,84,-0.2824853208254478,39,0.03128422430294572
0.4603174603174603,0.12644413919863498,rescue_vs_damage,delta_fact_proxy_residual_vs_sample0,84,-0.00844254702592873,39,0.004217275573905135
0.6369047619047619,0.609740454709371,rescue_vs_damage,delta_hidden_riemann_curvature_proxy_vs_sample0,84,-0.2406133053110259,39,0.013217622740870207
0.23778998778998778,-0.7360199364040239,rescue_vs_damage,delta_qwen_factual_residual_vs_sample0,84,0.252389181050381,39,-0.2602739206420793
0.6768925518925519,0.6213730976406352,rescue_vs_damage,delta_riemann_curvature_proxy_vs_sample0,84,-0.2638051791335715,39,-0.0018188891348981612
0.7524420024420024,0.8952543818247515,rescue_vs_damage,delta_wf_prob_min_mean_vs_sample0,84,-0.17992410251824378,39,0.024955944333584255
0.46764346764346765,-0.15329579404824725,rescue_vs_damage,distance_to_sample0_entropy_logprob,84,1.9271795430006917,39,1.752256101238272
0.4829059829059829,-0.0724691229589701,rescue_vs_damage,fact_answer_specificity,84,0.38645833333333346,39,0.3756410256410257
0.44871794871794873,-0.30307490253839914,rescue_vs_damage,fact_consensus_overlap,84,0.9403878009227488,39,0.8780352197013954
0.5512820512820513,0.3030749025383978,rescue_vs_damage,fact_internal_dispersion_proxy,84,0.059612199077251335,39,0.12196478029860443
0.5059523809523809,0.13173888881045806,rescue_vs_damage,fact_numeric_alignment,84,0.9940476190476191,39,1.0
0.4223137973137973,-0.2283266285308987,rescue_vs_damage,fact_proxy_residual,84,0.3676248593176512,39,0.33345952674693563
0.5830280830280831,0.36329376409667347,rescue_vs_damage,fact_question_entity_coverage,84,0.4652777777777778,39,0.5918803418803419
0.4217032967032967,-0.19361449852490017,rescue_vs_damage,fact_unsupported_entity_density_proxy,84,0.6433531746031745,39,0.5873626373626373
0.5125152625152625,0.08499218901616054,rescue_vs_damage,fragmentation_entropy,84,1.2190230588720377,39,1.2712304929110856
0.550976800976801,0.32356773492735935,rescue_vs_damage,hidden_riemann_anisotropy,84,0.07726721130971972,39,0.1670130820894683
0.5445665445665445,0.3323368640783872,rescue_vs_damage,hidden_riemann_curvature_proxy,84,0.03475996100138572,39,0.09719918585307045
0.5470085470085471,0.15858294219837712,rescue_vs_damage,hidden_riemann_effective_dim,84,0.2276177976817536,39,0.35129274620575235
0.541056166056166,0.2098505714246875,rescue_vs_damage,hidden_riemann_geodesic_distortion,84,0.11882075396883998,39,0.2029134363467228
0.5537240537240538,0.31640633693812725,rescue_vs_damage,hidden_riemann_knn_density,84,0.05124716553287983,39,0.11172161172161171
0.5485347985347986,0.24710470145738522,rescue_vs_damage,hidden_riemann_local_radius,84,6.711977719054514,39,12.697363316786449
0.27258852258852256,-0.7702493464274626,rescue_vs_damage,qwen_contradiction_risk,84,0.5266801870117584,39,0.2615664889797186
0.2724358974358974,-0.6376209574320666,rescue_vs_damage,qwen_factual_residual,84,1.0560706606137056,39,0.6374653579583444
0.28815628815628813,-0.8420043273851154,rescue_vs_damage,qwen_missing_constraint_risk,84,0.8079737619984717,39,0.6247167881482687
0.7432844932844933,0.4435868256400557,rescue_vs_damage,qwen_supported_score,84,0.6112563138914094,39,0.8056762806056492
0.6143162393162394,0.6341145351353531,rescue_vs_damage,riemann_anisotropy,84,0.07964486033434652,39,0.2736291726574026
0.5798229548229549,0.3672162472205968,rescue_vs_damage,riemann_curvature_proxy,84,0.02440779805486038,39,0.08412649590806774
0.5984432234432234,0.18205392312872376,rescue_vs_damage,riemann_effective_dim,84,0.27830843388742726,39,0.45533356399549735
0.5413614163614163,0.24598659185382543,rescue_vs_damage,riemann_geodesic_distortion,84,0.11317064719422892,39,0.20911029652335528
0.5515873015873016,0.3078737679045462,rescue_vs_damage,riemann_knn_density,84,0.05167233560090704,39,0.1105006105006105
0.547924297924298,0.2524816820718298,rescue_vs_damage,riemann_local_radius,84,0.06848628279184298,39,0.12560580146160039
0.73992673992674,0.6821578065280024,rescue_vs_damage,stable_score,84,0.20258532110473046,39,0.3290197028008679
0.4352869352869353,-0.24627082430226405,rescue_vs_damage,top2_weight_margin,84,0.3882557288786665,39,0.3163066515912043
0.3052503052503053,-0.6904978636917654,rescue_vs_damage,wf_entropy_max_mean,84,3.9231145803654006,39,2.914672454241868
0.30265567765567764,-0.668614331336712,rescue_vs_damage,wf_entropy_roughness,84,0.8738297132100908,39,0.35503659956373385
0.8002136752136753,0.9680425291231085,rescue_vs_damage,wf_prob_min_mean,84,0.06200626813449147,39,0.172339968322148
