probe,layer,regime,n,base_acc,auroc,aurc,sel_acc@0.25,sel_acc@0.50,sel_acc@0.75,brier,ece
DCP_mlp,24,cv_5fold,1000,0.566,0.7514614645584667,0.25290979526585955,0.808,0.766,0.6533333333333333,0.27079772553659587,0.25343978925306226
DCP_mlp,24,cross_seed,1000,0.566,0.9502491410333654,0.13927596620255106,0.968,0.95,0.7373333333333333,0.0559985316640562,0.05599193609850642
ARD_ridge,24,cv_5fold,1000,0.566,0.7199931608343783,0.27088149690575103,0.844,0.732,0.644,0.21154399488637116,0.05964920974058341
ARD_ridge,24,cross_seed,1000,0.566,0.9241626093045221,0.15398718922460675,0.976,0.954,0.712,0.08877151775163915,0.04605192763607588
ARD_mlp,24,cv_5fold,1000,0.566,0.7584146162739573,0.23951212554933052,0.856,0.762,0.656,0.19813233315889325,0.04282909186446629
ARD_mlp,24,cross_seed,1000,0.566,0.9158090570093306,0.1601196214241789,0.956,0.954,0.7133333333333334,0.08886151835980802,0.054547471371565875
SEPs_ridge,32,cv_5fold,1000,0.566,0.7082525931836315,0.2888208351040512,0.784,0.712,0.6546666666666666,,
SEPs_ridge,32,cross_seed,1000,0.566,0.7714008890915309,0.25416114146415164,0.804,0.744,0.6986666666666667,,
SEPs_logreg,32,cv_5fold,1000,0.566,0.7672159710800996,0.24161645731044515,0.88,0.76,0.6693333333333333,0.253063555586594,0.23494673519830075
SEPs_logreg,32,cross_seed,1000,0.566,0.960853918679064,0.13798795092068586,0.964,0.96,0.7453333333333333,0.05561296975715453,0.0539181780415786
DCP_mlp,32,cv_5fold,1000,0.566,0.754156421488007,0.2523639431334904,0.808,0.75,0.6666666666666666,0.2692652420895518,0.25638376522363454
DCP_mlp,32,cross_seed,1000,0.566,0.957953379687678,0.13579711937796488,0.972,0.954,0.7426666666666667,0.05599614150674229,0.05596881905309421
ARD_ridge,32,cv_5fold,1000,0.566,0.7532119652830926,0.24931602030643574,0.864,0.764,0.6506666666666666,0.20053937295889165,0.05954232907108105
ARD_ridge,32,cross_seed,1000,0.566,0.9240567650746607,0.15403089220491,0.976,0.954,0.712,0.08877146437443466,0.04604693375473154
ARD_mlp,32,cv_5fold,1000,0.566,0.7936037517708554,0.2304078421013787,0.876,0.786,0.68,0.18276337980154855,0.051557164297369826
ARD_mlp,32,cross_seed,1000,0.566,0.9217933269284004,0.15285950832825457,0.964,0.956,0.712,0.08787011923236714,0.0527511758473897
SEPs_ridge,40,cv_5fold,1000,0.566,0.7083014443666444,0.29821138253201673,0.724,0.738,0.656,,
SEPs_ridge,40,cross_seed,1000,0.566,0.7772793147807396,0.25089103755586484,0.804,0.764,0.6986666666666667,,
SEPs_logreg,40,cv_5fold,1000,0.566,0.7608816010161047,0.2454680927157697,0.848,0.754,0.66,0.2576600911586323,0.24058799172798323
SEPs_logreg,40,cross_seed,1000,0.566,0.961037110615362,0.13953982683682792,0.968,0.958,0.748,0.055638454206595425,0.054039757091473004
DCP_mlp,40,cv_5fold,1000,0.566,0.7562366676979695,0.24979080741281162,0.86,0.746,0.6653333333333333,0.27521896236803833,0.2591347521153099
DCP_mlp,40,cross_seed,1000,0.566,0.9535934116037844,0.13824688403014415,0.964,0.956,0.736,0.05599807905718489,0.05598508508771864
ARD_ridge,40,cv_5fold,1000,0.566,0.7363420234160005,0.26140680955746143,0.816,0.754,0.6613333333333333,0.20556371319043074,0.03617507069264256
ARD_ridge,40,cross_seed,1000,0.566,0.9244557164025988,0.15330426798071256,0.976,0.954,0.712,0.08877252019689673,0.04604039516968666
ARD_mlp,40,cv_5fold,1000,0.566,0.7723616290241162,0.23934466098597768,0.872,0.754,0.6693333333333333,0.19180607927066415,0.05820584336041781
ARD_mlp,40,cross_seed,1000,0.566,0.9246185536793083,0.14797904597873793,0.972,0.954,0.712,0.08796276110306973,0.047170927334535206
SEPs_ridge,48,cv_5fold,1000,0.566,0.7387194476559574,0.27409818923904133,0.788,0.736,0.6613333333333333,,
SEPs_ridge,48,cross_seed,1000,0.566,0.7843790200452687,0.24550911069690606,0.82,0.762,0.6986666666666667,,
SEPs_logreg,48,cv_5fold,1000,0.566,0.8123137548647636,0.2131741730872112,0.9,0.796,0.692,0.21255119752529708,0.18847429318924175
SEPs_logreg,48,cross_seed,1000,0.566,0.9619652830926054,0.13875483341784964,0.964,0.956,0.7453333333333333,0.055661460969572286,0.054391219163371946
DCP_mlp,48,cv_5fold,1000,0.566,0.8018840272915276,0.21645945604795788,0.896,0.77,0.6853333333333333,0.24199324667808145,0.22626979346290832
DCP_mlp,48,cross_seed,1000,0.566,0.9531944602758463,0.14421705108261315,0.972,0.956,0.7373333333333333,0.05599969542358538,0.05599771187841384
ARD_ridge,48,cv_5fold,1000,0.566,0.7780609337089446,0.2384836453599748,0.828,0.772,0.6826666666666666,0.18823899523890464,0.03658788257168206
ARD_ridge,48,cross_seed,1000,0.566,0.9240649069384963,0.15410945150779115,0.976,0.954,0.712,0.08877177651381166,0.04604582643648955
ARD_mlp,48,cv_5fold,1000,0.566,0.805897966162414,0.21469929761701495,0.86,0.794,0.6893333333333334,0.17743088636969123,0.03919670671724282
ARD_mlp,48,cross_seed,1000,0.566,0.9231611600527594,0.1471335823204684,0.972,0.952,0.712,0.08866668707825048,0.05261071468006046
SEPs_ridge,56,cv_5fold,1000,0.566,0.7743401019361352,0.2600501798926538,0.772,0.766,0.6933333333333334,,
SEPs_ridge,56,cross_seed,1000,0.566,0.7867116640341307,0.24257693010093692,0.82,0.756,0.6986666666666667,,
SEPs_logreg,56,cv_5fold,1000,0.566,0.8233541222256597,0.2131926682482534,0.86,0.808,0.692,0.19802256021936776,0.17816404379992698
SEPs_logreg,56,cross_seed,1000,0.566,0.9621036947778085,0.13395824594805528,0.972,0.964,0.7426666666666667,0.05571260003263035,0.054569764037343496
DCP_mlp,56,cv_5fold,1000,0.566,0.8336372962498575,0.20559115951148138,0.904,0.83,0.6986666666666667,0.19367021224438247,0.1749388612285635
DCP_mlp,56,cross_seed,1000,0.566,0.9576256696683004,0.1455940951963017,0.964,0.95,0.744,0.05599984728563945,0.0559994422233488
ARD_ridge,56,cv_5fold,1000,0.566,0.8130139551546139,0.22041052354014276,0.856,0.784,0.7053333333333334,0.1715223242525307,0.0652373181746374
ARD_ridge,56,cross_seed,1000,0.566,0.9241259709172625,0.1541789441027388,0.976,0.954,0.712,0.08877303731377834,0.04604235702899592
ARD_mlp,56,cv_5fold,1000,0.566,0.8423735161453159,0.1962901555577216,0.896,0.83,0.7053333333333334,0.1591251735983073,0.06143225185092249
ARD_mlp,56,cross_seed,1000,0.566,0.920112032046376,0.15244494125564217,0.972,0.952,0.7106666666666667,0.08969268949608283,0.051281847855090074
SEPs_ridge,64,cv_5fold,1000,0.566,0.7552474312419598,0.26463303316855546,0.824,0.75,0.672,,
SEPs_ridge,64,cross_seed,1000,0.566,0.7935874680431845,0.23940976192908786,0.828,0.778,0.6986666666666667,,
SEPs_logreg,64,cv_5fold,1000,0.566,0.834394489586556,0.1991605980855784,0.904,0.816,0.6933333333333334,0.19614076354130133,0.17477287293664212
SEPs_logreg,64,cross_seed,1000,0.566,0.9623316669652017,0.13212007559920932,0.976,0.96,0.7426666666666667,0.055797269957724126,0.054966870590055936
DCP_mlp,64,cv_5fold,1000,0.566,0.8392388985686603,0.19271779073554246,0.948,0.818,0.6973333333333334,0.19963746504676966,0.1824151394215393
DCP_mlp,64,cross_seed,1000,0.566,0.9537664262102881,0.13786727490013487,0.98,0.948,0.74,0.05599985888272373,0.055999454633071134
ARD_ridge,64,cv_5fold,1000,0.566,0.8176873849961732,0.21149249850974097,0.912,0.798,0.692,0.17190226426855404,0.05464719151274518
ARD_ridge,64,cross_seed,1000,0.566,0.9241341127810978,0.15447168595063304,0.976,0.954,0.712,0.08877758042243533,0.04604238300223345
ARD_mlp,64,cv_5fold,1000,0.566,0.8407777108335639,0.19761644737885636,0.9,0.82,0.7026666666666667,0.1596954495118357,0.04540470606316065
ARD_mlp,64,cross_seed,1000,0.566,0.923731090521242,0.15195872854620818,0.976,0.958,0.7146666666666667,0.08808403636106084,0.04329555028094735
SEPs_ridge,72,cv_5fold,1000,0.566,0.77902167364153,0.2398118515830273,0.848,0.778,0.68,,
SEPs_ridge,72,cross_seed,1000,0.566,0.8015787073976975,0.2312168245752109,0.824,0.794,0.6986666666666667,,
SEPs_logreg,72,cv_5fold,1000,0.566,0.8290045757274754,0.1949708544060005,0.908,0.822,0.6706666666666666,0.1994840869488205,0.17172726090056145
SEPs_logreg,72,cross_seed,1000,0.566,0.9583625083454104,0.13365449156492193,0.98,0.964,0.736,0.05583685409355797,0.05508343600530338
DCP_mlp,72,cv_5fold,1000,0.566,0.8271156633176469,0.19368968665594116,0.948,0.826,0.6733333333333333,0.2159132249388967,0.2009193440692169
DCP_mlp,72,cross_seed,1000,0.566,0.9513686473107424,0.1390785380159315,0.972,0.962,0.732,0.05599992744670768,0.0559995689781205
ARD_ridge,72,cv_5fold,1000,0.566,0.8350702642849,0.19737899593261116,0.9,0.836,0.6893333333333334,0.16402777891357642,0.05728857821534042
ARD_ridge,72,cross_seed,1000,0.566,0.9240201266874013,0.1546265025305869,0.976,0.954,0.712,0.08878335870713334,0.046042441179338076
ARD_mlp,72,cv_5fold,1000,0.566,0.836527657911449,0.19501531472526756,0.916,0.848,0.684,0.1600645392200851,0.049156914357933894
ARD_mlp,72,cross_seed,1000,0.566,0.9269267720766639,0.14960302847758375,0.98,0.958,0.7133333333333334,0.08763389518493557,0.04774559972329194
SEPs_ridge,80,cv_5fold,1000,0.566,0.7760254677500773,0.24193274873630158,0.84,0.764,0.684,,
SEPs_ridge,80,cross_seed,1000,0.566,0.7947151161843969,0.23856532062984898,0.84,0.776,0.6986666666666667,,
SEPs_logreg,80,cv_5fold,1000,0.566,0.8058328312517302,0.21005811730222107,0.924,0.78,0.672,0.22082600198221153,0.2044590488859579
SEPs_logreg,80,cross_seed,1000,0.566,0.9598768950188077,0.13525546714232597,0.976,0.96,0.736,0.05583685410081454,0.05508059774590064
DCP_mlp,80,cv_5fold,1000,0.566,0.8047051831105176,0.2091059361282089,0.904,0.79,0.68,0.23519765986530422,0.2203226114914982
DCP_mlp,80,cross_seed,1000,0.566,0.9547984074514339,0.13826236849539505,0.972,0.952,0.7386666666666667,0.05599990743016909,0.05599959671736147
ARD_ridge,80,cv_5fold,1000,0.566,0.8119473709921674,0.2060325042841878,0.924,0.794,0.6773333333333333,0.17647419847531143,0.04745036033174026
ARD_ridge,80,cross_seed,1000,0.566,0.9238695022064451,0.15469047656789117,0.976,0.954,0.712,0.08878356140073171,0.04604197013382219
ARD_mlp,80,cv_5fold,1000,0.566,0.8037240885183435,0.21486863205596815,0.896,0.804,0.664,0.17983990519860565,0.04502391791647542
ARD_mlp,80,cross_seed,1000,0.566,0.9234461252870008,0.1494515609962337,0.976,0.956,0.7133333333333334,0.08839217364953636,0.048414150282856755
