ood,probe,layer,n,base_acc,auroc,aurc,sel_acc@0.25,sel_acc@0.50,sel_acc@0.75,brier,ece
nq,SEPs_ridge,8,500,0.5059999823570251,0.506072874493927,0.4691888142714634,0.5839999914169312,0.4880000054836273,0.5013333559036255,,
nq,SEPs_logreg,8,500,0.5059999823570251,0.5385415499831976,0.47430032390177546,0.5440000295639038,0.5239999890327454,0.5413333177566528,0.4725582668874616,0.47073743406980567
nq,DCP_mlp,8,500,0.5059999823570251,0.5417980189147238,0.5001221163619282,0.5040000081062317,0.5400000214576721,0.5173333287239075,0.4826509952545166,0.4850600504353642
nq,SEPs_ridge,16,500,0.5059999823570251,0.5293882319053944,0.46980285983963643,0.5120000243186951,0.527999997138977,0.527999997138977,,
nq,SEPs_logreg,16,500,0.5059999823570251,0.5856843385447504,0.45057115904838374,0.5680000185966492,0.5799999833106995,0.5493333339691162,0.3897623412697594,0.37829303878228393
nq,DCP_mlp,16,500,0.5059999823570251,0.5279240210590326,0.4760957705750364,0.5600000023841858,0.5400000214576721,0.5120000243186951,0.4708348512649536,0.4725647555869073
nq,SEPs_ridge,24,500,0.5059999823570251,0.5089052823606599,0.4843020088055021,0.5360000133514404,0.4959999918937683,0.5120000243186951,,
nq,SEPs_logreg,24,500,0.5059999823570251,0.5837000528076043,0.4369486481983253,0.6240000128746033,0.5720000267028809,0.5333333611488342,0.38465421676021766,0.3701101511998618
nq,DCP_mlp,24,500,0.5059999823570251,0.5260437503000432,0.4847909836936325,0.47200000286102295,0.5040000081062317,0.5253333449363708,0.47173792123794556,0.4733696107491851
nq,SEPs_ridge,32,500,0.5059999823570251,0.5324126674241091,0.48144777964124486,0.5120000243186951,0.5239999890327454,0.527999997138977,,
nq,SEPs_logreg,32,500,0.5059999823570251,0.560560720743787,0.45274913574499076,0.5680000185966492,0.5400000214576721,0.5333333611488342,0.42221120629295683,0.41133966950493517
nq,DCP_mlp,32,500,0.5059999823570251,0.5226032548687011,0.48071536745260357,0.5040000081062317,0.5400000214576721,0.5093333125114441,0.45681536197662354,0.4529193347208202
nq,SEPs_ridge,40,500,0.5059999823570251,0.5613448336560465,0.4601378603286588,0.5440000295639038,0.5479999780654907,0.5386666655540466,,
nq,SEPs_logreg,40,500,0.5059999823570251,0.5970139700116817,0.40373961280137777,0.6159999966621399,0.5600000023841858,0.5440000295639038,0.43225207370925445,0.43376207855537596
nq,DCP_mlp,40,500,0.5059999823570251,0.5210430301963482,0.4993150041071684,0.5199999809265137,0.5360000133514404,0.5093333125114441,0.4029442071914673,0.3795465969666839
nq,SEPs_ridge,48,500,0.5059999823570251,0.5970139700116817,0.43753863011060645,0.6000000238418579,0.5720000267028809,0.5519999861717224,,
nq,SEPs_logreg,48,500,0.5059999823570251,0.6148885439503289,0.4147035415862419,0.5920000076293945,0.5799999833106995,0.5680000185966492,0.3619459515017941,0.3486428257742668
nq,DCP_mlp,48,500,0.5059999823570251,0.5707781920596566,0.4672884009085361,0.5519999861717224,0.5479999780654907,0.5440000295639038,0.37614428997039795,0.34189224101044235
nq,SEPs_ridge,56,500,0.5059999823570251,0.5596805940055368,0.48503679273563766,0.5040000081062317,0.5559999942779541,0.5386666655540466,,
nq,SEPs_logreg,56,500,0.5059999823570251,0.7009329343425453,0.3528753688929773,0.671999990940094,0.6520000100135803,0.6000000238418579,0.3008902036868091,0.2885989284610001
nq,DCP_mlp,56,500,0.5059999823570251,0.6479493046998768,0.3996652252500785,0.6480000019073486,0.6119999885559082,0.581333339214325,0.34423571825027466,0.3258483747430146
nq,SEPs_ridge,64,500,0.5059999823570251,0.5391496375478069,0.4821038864655374,0.5120000243186951,0.5320000052452087,0.527999997138977,,
nq,SEPs_logreg,64,500,0.5059999823570251,0.661567265686259,0.3913789613592624,0.6639999747276306,0.6200000047683716,0.5839999914169312,0.3314855130674325,0.32113145897170553
nq,DCP_mlp,64,500,0.5059999823570251,0.6537661423244947,0.39725998371636545,0.6480000019073486,0.6119999885559082,0.5893333554267883,0.33666637539863586,0.3240826338976621
nq,SEPs_ridge,72,500,0.5059999823570251,0.535597125986142,0.471790735343752,0.4880000054836273,0.5400000214576721,0.5306666493415833,,
nq,SEPs_logreg,72,500,0.5059999823570251,0.617512921860748,0.4149923752212261,0.6240000128746033,0.5759999752044678,0.5573333501815796,0.3578999768541925,0.333995942733534
nq,DCP_mlp,72,500,0.5059999823570251,0.6236738090285001,0.42038614823795983,0.6159999966621399,0.5799999833106995,0.5733333230018616,0.35525256395339966,0.34340663598477833
nq,SEPs_ridge,80,500,0.5059999823570251,0.5278360083852074,0.48566423794823516,0.5120000243186951,0.492000013589859,0.5386666655540466,,
nq,SEPs_logreg,80,500,0.5059999823570251,0.5618249027860013,0.45386243334194126,0.5519999861717224,0.5640000104904175,0.5333333611488342,0.3986319374963863,0.3921616948585101
nq,DCP_mlp,80,500,0.5059999823570251,0.5654494247171593,0.46224847974625954,0.5360000133514404,0.5360000133514404,0.5413333177566528,0.3997475504875183,0.38232134092599157
