ood,probe,layer,n,base_acc,auroc,aurc,sel_acc@0.25,sel_acc@0.50,sel_acc@0.75,brier,ece
nq,SEPs_ridge,48,500,0.5059999823570251,0.5970139700116817,0.43753863011060645,0.6000000238418579,0.5720000267028809,0.5519999861717224,,
nq,SEPs_logreg,56,500,0.5059999823570251,0.7009329343425453,0.3528753688929773,0.671999990940094,0.6520000100135803,0.6000000238418579,0.3008902036868091,0.2885989284610001
nq,DCP_mlp,64,500,0.5059999823570251,0.6537661423244947,0.39725998371636545,0.6480000019073486,0.6119999885559082,0.5893333554267883,0.33666637539863586,0.3240826338976621
